"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","FZF0","FZF1","FZF2","FZF3","FZF4","FZF5","FZF6","FZF7","FZF8","FZF9","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1961","550.5","550.5","        62","        47","       71","        11","        22","       163","        47","       140","        55","-29.4","178","102.0","39.4","40.0","-0.6","-2.8","-5.0","-6.7","-10.0","-1.1","-3.3","-5.6","-11.1","-11.1","3740.5","3740.5","444.1","519.0","9.0","16.1","2.0"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1962",,,,,,,,,,,,,,,,,,,,,,,,,,,"4165.5","4165.5",,,,,
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1964","598.9","598.9","        47","        35","       41","         5","        23","       160","        41","       164","        58","-28.9","254","254.0","61.7","43.9","-0.6","-7.2","-7.2","-7.2","-10.0","0.0","-3.3","-11.1","-11.1","-11.1","3512.0","3512.0","544.2","687.0","9.6","17.1","2.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1965","454.1","454.1","        68","        44",,"         8","        29","       158","        50","       153","        36","-27.2",,"114.0","80.8","42.8","0.0","-3.3","-4.4","-7.8","-8.9","-1.1","-2.8","-7.8","-7.8","-15.6","4076.5","4076.5","571.3","480.0","8.7","16.0","1.4"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1966","605.1","605.1","        55","        36","       58","        10","        31","       169","        59","       162","        53","-35.6","254","254.0","74.9","42.8","0.0","-2.2","-14.4","-14.4","-14.4","-3.9","-3.9","-5.6","-8.3","-9.4","4022.0","4022.0","488.1","745.0","8.7","16.3","1.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1967","448.1","448.1","        54","        41","       34","         9","        18","       168","        46","       157","        40","-30.6","178","76.0","39.9","40.6","0.0","-4.4","-4.4","-7.8","-12.2","-0.6","-6.1","-6.1","-7.2","-12.2","3750.9","3750.9","417.9","444.0","9.1","16.7","1.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1968","522.6","522.6","        65","        46","       49","        15","        23","       152","        54","       165","        53","-31.7","406","170.0","49.5","40.6","-3.3","-3.3","-6.7","-6.7","-15.0","-0.6","-2.2","-8.3","-8.3","-13.9","3789.2","3789.2","579.3","910.0","9.2","16.6","1.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1969","533.3","533.3","        65","        41","      106","        14","        26","       159","        67","       160","        43","-26.7","508","178.0","54.4","40.6","-1.7","-3.9","-5.6","-7.8","-10.6","-1.7","-3.3","-17.8","-17.8","-17.8","4136.5","4136.5","500.7","1063.0","8.5","15.3","1.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1970",,,"        59","        44","       72","        13","        32","       178",,,,"-33.9","203","229.0","41.9",,"-0.6","-2.2","-8.9","-8.9","-8.9","0.0","-6.7","-6.7","-6.7","-9.4","3846.8","3846.8","506.0","1397.0",,,"1.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1971","526.9","526.9","        62","        44","       81","        13","        25","       161","        62","       158","        49","-28.3","254","254.0","41.1","41.1","-0.6","-3.9","-5.6","-9.4","-9.4","0.0","-2.8","-6.1","-7.8","-8.9",,,"570.9","1067.0","8.9","16.0","1.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1972","444.7","444.7","        68","        49","       54","        13","        34","       172","        53","       152","        27","-30.0","254","279.0","41.9","36.7","0.0","-2.8","-6.7","-6.7","-10.0","-1.1","-2.8","-5.6","-7.8","-8.9","3952.2","3952.2","654.3","785.0","8.1","14.9","1.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1973","504.6","504.6","        66","        57","       61","        12","        16","       156","        39","       156","        47","-27.8","279","178.0","50.8","41.7","0.0","-2.2","-7.2","-7.2","-12.2","0.0","-2.2","-4.4","-9.4","-9.4","3816.8","3816.8","610.7","838.0","9.6","16.8","2.5"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1974","508.7","508.7","        60","        36","       23","         5","        17","       164","        33","       165","        53","-29.4","102","51.0","92.7","41.1","0.0","-5.0","-5.0","-6.7","-9.4","-0.6","-3.3","-6.7","-6.7","-17.2","3661.8","3661.8","416.3","302.0","9.9","18.1","1.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1975","614.8","614.8","        61","        43","       78","        18","        20","       160","        59","       170","        57","-27.8","254","229.0","36.8","40.6","0.0","-2.2","-4.4","-11.7","-11.7","-3.9","-3.9","-4.4","-17.8","-17.8","3889.3","3889.3","393.9","1275.0","9.1","16.4","1.7"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1976","628.4","628.4","        45","        29","       43","        11","        24","       161","        39","       168","        63","-30.0","254","152.0","28.2","44.4","-1.1","-7.8","-7.8","-7.8","-11.1","-3.3","-3.3","-5.0","-6.7","-11.1","3503.5","3503.5","292.2","998.0","10.0","18.2","1.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1977","469.8","469.8","        80","        57","       55","        13","        26","       149","        45","       172","        32","-30.0","356","216.0","64.0","38.9","0.0","-3.9","-6.7","-6.7","-10.0","-1.7","-5.0","-5.0","-7.2","-14.4","3749.3","3749.3","891.0","1099.0","9.5","16.5","2.5"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1978","496.6","496.6","        61","        39","       93","        14","        47","       166","        79","       167","        43","-30.6","432","178.0","61.5","40.0","-1.7","-5.0","-5.0","-7.8","-10.0","0.0","-4.4","-4.4","-9.4","-9.4","4347.9","4347.9","480.5","1052.0","7.6","14.9","0.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1979","457.0","457.0","        65","        43","       66","        12","        36","       178","        54","       160","        37","-30.6","406","203.0","48.8","41.1","-1.7","-6.7","-6.7","-6.7","-9.4","-1.1","-3.3","-8.3","-8.3","-10.0","4358.2","4358.2","568.8","1086.0","8.0","15.5","0.4"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1980","672.5","672.5","        47","        35",,,"        23","       161","        39","       170","        75","-28.9",,,"69.9","42.2","-1.1","-3.9","-7.8","-7.8","-8.9","-0.6","-5.6","-5.6","-8.3","-10.6","3558.7","3558.7","428.6",,"10.1","18.0","2.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1981","497.1","497.1","        62","        47","       46","         7","        15","       133","        34","       163","        42","-30.0","254","178.0","66.5","38.3","-0.6","-5.0","-5.0","-8.9","-8.9","0.0","-4.4","-4.4","-7.8","-10.6","3176.8","3176.8","548.2","571.0","10.6","18.2","3.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1982","442.6","442.6","        83","        63","       89","        16","        32","       167","        56","       151","        30","-31.7","432","229.0","61.7","37.8","0.0","-2.8","-5.0","-9.4","-9.4","0.0","-3.3","-6.1","-11.1","-11.1","4010.0","4010.0","898.2","1317.0","8.1","15.1","1.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1983","615.2","615.2","        75","        51","       62","        21","        21","       165","        53","       141","        62","-33.3","1016","254.0","44.2","40.0","-2.2","-2.2","-6.7","-6.7","-10.0","0.0","-2.2","-6.1","-7.2","-13.3","3674.4","3674.4","560.1","2056.0","8.9","15.8","2.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1984","513.5","513.5","        85","        60","       63","        15","        21","       170","        33","       141","        44","-27.8","889","254.0","45.2","39.4","0.0","-3.9","-5.0","-9.4","-9.4","0.0","-2.8","-4.4","-11.7","-11.7","4103.9","4103.9","713.9","1249.0","9.3","16.3","2.2"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1985","386.3","386.3","        79","        59","       79","        17","        38","       171","        68","       146","        42","-27.8","483","178.0","44.7","40.6","-1.1","-3.3","-7.2","-7.2","-8.9","-0.6","-3.9","-6.1","-7.2","-8.9","3798.4","3798.4","675.4","1539.0","7.7","15.3","0.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1986","372.4","372.4","        94","        63","       44","        11","        15","       154","        38","       143","        20","-25.6","152","152.0","43.4","37.8","-1.1","-6.7","-6.7","-6.7","-10.0","0.0","-2.8","-6.1","-8.3","-9.4","4027.8","4027.8","581.5","799.0","9.2","15.8","2.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1987","465.0","465.0","        84","        46","       45","        16","         7","       168","        37","       150","        43","-22.2","406","229.0","43.2","39.4","0.0","-2.2","-6.1","-7.8","-10.0","0.0","-3.3","-5.0","-11.7","-11.7","3615.6","3615.6","611.1","1353.0","9.7","16.5","3.0"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1988","582.8","582.8","        75","        44","       84","        17","        33","       175","        52","       148","        46","-35.6","584","203.0","72.4","43.3","-1.7","-2.8","-7.8","-7.8","-15.0","-2.2","-2.2","-8.9","-8.9","-8.9","4185.0","4185.0","607.0","1286.0","8.5","15.8","1.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1989","475.9","475.9","        92","        34","       75","        18","        40","       175","        59","       151","        43","-33.9","279","165.0","37.1","41.7","-4.4","-4.4","-4.4","-8.3","-9.4","-1.7","-2.8","-6.1","-7.2","-8.9","4184.5","4184.5","325.5","1116.0","7.4","14.8","0.0"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1990","438.9","438.9","        87","        42","       47","        15","        13","       180","        36","       143","        39","-34.4","152","102.0","36.3","39.4","-1.1","-3.3","-4.4","-10.6","-10.6","-0.6","-2.8","-7.8","-7.8","-9.4","4005.5","4005.5","562.9","755.0","8.9","16.3","1.5"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1991","559.1","559.1","        90","        46","       61","        10","        23","       175","        44","       153","        41","-24.4","279","241.0","40.9","42.8","-6.1","-6.1","-6.1","-9.4","-9.4","-0.6","-2.2","-7.8","-7.8","-8.9","3931.9","3931.9","502.9","879.0","9.0","16.0","1.9"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1992","161.8","161.8","        86","        34","       37","         7","         8","       183","        42","       136","        12","-22.8","76","51.0","42.4","38.3","-2.8","-2.8","-4.4","-8.3","-10.0","0.0","-2.2","-4.4","-8.9","-8.9","3839.6","3839.6","483.3","435.0","8.0","14.6","1.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1993","208.8","208.8","       114","        46","       68","        16","        25","       173","        67","       122","         8","-28.3","483","191.0","49.5","35.0","0.0","-4.4","-4.4","-7.2","-10.6","-1.7","-2.2","-5.6","-6.7","-15.0","4494.9","4494.9","629.6","1178.0","6.5","12.8","0.2"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1994","319.2","319.2","        89","        47","       83","        14","        30","       165","        65","       156","        16","-35.6","229","241.0","40.9","36.1","0.0","-5.6","-5.6","-7.2","-10.0","0.0","-2.8","-5.0","-7.2","-8.9","4401.9","4401.9","561.2","1263.0","7.7","14.6","0.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1995","430.7","430.7","       105","        58","       83","        20","        17","       178","        69","       124","        33","-25.6","483","292.0","77.5","40.6","-4.4","-4.4","-4.4","-9.4","-9.4","0.0","-2.8","-7.2","-7.2","-11.7","4132.2","4132.2","814.0","2342.0","7.5","13.8","1.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1996","333.6","333.6","       100","        51","       96","        17","        45","       187","        82","       128","        19","-33.3","406","229.0","73.4","37.2","-1.1","-2.2","-6.7","-6.7","-10.6","-0.6","-2.8","-7.2","-7.2","-8.9","4566.7","4566.7","702.7","1736.0","6.1","12.4","-0.2"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1997","394.6","394.6","        85","        40","       80","        14","        20","       173","        60","       142","        21","-27.8","381","267.0","52.3","37.8","-2.8","-2.8","-5.6","-8.9","-8.9","0.0","-3.9","-6.7","-6.7","-10.6","4597.2","4597.2","529.7","1062.0","8.0","14.4","1.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1998","447.1","447.1","       110","        55",,"        16","        16","       146","        48","       148","        24","-29.4",,"229.0","90.9","39.4","0.0","-5.6","-5.6","-6.7","-16.7","-0.6","-2.8","-6.1","-7.2","-12.2","3899.8","3899.8","816.0","1186.0","9.2","15.4","2.9"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","1999","369.2","369.2","        95","        46","       45","         7","        13","       160","        34","       146","        20","-27.8","203","191.0","67.6","37.8","-4.4","-4.4","-4.4","-7.8","-10.0","-1.1","-3.3","-4.4","-6.7","-10.0","3619.0","3619.0","724.0","685.0","9.4","16.2","2.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2000","490.2","490.2","        98","        43","       64","        11","        22","       160","        66","       154","        49","-28.3","457","229.0","34.5","41.7","-0.6","-4.4","-4.4","-6.7","-12.8","-0.6","-2.2","-5.0","-6.7","-8.9","3482.2","3482.2","389.8","1004.0","8.5","15.9","1.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2001","480.7","480.7","        86","        43","      113","        14","        17","       151","        60","       152","        36","-27.2","762","470.0","59.4","39.4","-3.3","-3.3","-4.4","-7.2","-9.4","-1.7","-6.7","-6.7","-6.7","-11.1","4506.5","4506.5","640.7","1828.0","8.6","15.1","2.1"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2002","645.8","645.8","        83","        40","       39","        11","        13","       186","        53","       139","        54","-23.3","254","191.0","36.3","45.6","-0.6","-2.8","-7.2","-7.2","-10.6","-0.6","-2.2","-6.1","-7.8","-10.0","3861.7","3861.7","389.1","870.0","8.8","15.9","1.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2004","364.8","364.8","        94","        42","       33","        11","        23","       165","        41","       143","        30","-25.0","203","183.0","78.2","39.4","-2.2","-2.2","-5.0","-9.4","-9.4","-2.2","-2.2","-6.1","-8.9","-8.9","3906.7","3906.7","621.4","713.0","8.7","15.8","1.5"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2005","585.5","585.5","        85","        43","       62","        13","        25","       172","        51","       153","        49","-27.2","584","254.0","48.8","45.0","-5.0","-5.0","-5.0","-7.2","-11.7","0.0","-3.9","-6.7","-6.7","-15.0","3804.9","3804.9","664.2","1315.0","9.3","16.3","2.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2006","556.4","556.4","        72","        39","       44","        15","         7","       171","        30","       146","        52","-26.7","406","318.0","49.8","45.0","0.0","-4.4","-4.4","-7.2","-10.6","0.0","-3.3","-4.4","-12.2","-12.2","3555.2","3555.2","534.8","1201.0","9.8","17.0","2.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2007","496.2","496.2","        92","        48","       84","        14","        20","       149","        64","       155","        30","-29.4","457","165.0","71.1","40.6","-1.7","-2.2","-6.7","-6.7","-11.1","-2.8","-2.8","-6.7","-6.7","-9.4","3924.4","3924.4","785.0","1102.0","8.9","15.4","2.4"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2008","343.7","343.7","       101","        50","       80","        21","        37","       181","        60","       140","        21","-27.8","203","191.0","54.9","36.1","-1.1","-3.9","-5.0","-7.2","-9.4","-1.1","-2.2","-4.4","-7.2","-10.6","4190.7","4190.7","659.1","1394.0","7.1","13.8","0.5"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2010",,,"        95","        46",,"        15",,,,,,,,"76.0","38.1",,,,,,,,,,,,,,"630.7","639.0",,,
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2011","433.5","433.5","        80","        44",,,"        30","       162","        61","       136","        24","-28.9",,,"139.7","38.9","-1.7","-6.1","-6.1","-6.7","-8.9","-1.1","-2.8","-6.1","-7.8","-16.7",,,"671.2",,"7.8","14.3","1.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2012","631.9","631.9","        65","        35",,"        12","        14","       149","        41","       160","        59","-24.4",,"127.0","31.5","45.0","-0.6","-5.6","-5.6","-6.7","-10.0","-3.9","-3.9","-5.6","-8.9","-8.9","3393.5","3393.5","392.5","648.0","10.3","18.0","2.6"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2013","398.5","398.5","        84","        47",,"        17","        24","       192","        70","       142","        23","-28.3",,"152.0","41.4","37.8","0.0","-2.8","-6.1","-7.2","-13.9","-0.6","-3.9","-11.7","-11.7","-11.7","4328.6","4328.6","665.0","1220.0","7.1","13.5","0.7"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2014","322.2","322.2","        81","        36","       61","        16","        38","       171","        68","       146","        18","-28.3","152","152.0","42.9","43.9","-0.6","-2.2","-4.4","-7.2","-10.6","-0.6","-2.2","-5.6","-8.3","-10.6","4483.3","4483.3","431.4","848.0","7.0","14.3","-0.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2015","429.6","429.6","        95","        45","       63","        15","        31","       160","        52","       158","        30","-27.2","254","203.0","62.0","37.2","-2.2","-2.2","-6.7","-6.7","-15.6","-1.7","-3.9","-4.4","-6.7","-10.6","4054.0","4054.0","666.3","918.0","9.2","16.1","2.3"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2016","538.4","538.4","        79","        40","       63","        11","        12","       135","        45","       163","        34","-32.2","203","152.0","69.6","40.6","-0.6","-9.4","-9.4","-9.4","-9.4","-0.6","-2.8","-5.6","-7.8","-11.7","3508.3","3508.3","647.6","616.0","10.1","16.4","3.9"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2017","476.4","476.4","        78","        37","       42","        11","        14","       148","        47","       149","        30","-30.6","203","203.0","92.7","42.2","-4.4","-4.4","-4.4","-9.4","-9.4","-1.1","-4.4","-4.4","-8.3","-13.3","3609.8","3609.8","461.0","623.0","9.4","15.9","2.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2018","520.7","520.7","       100","        55","       92","        24","        24","       178","        63","       135","        27","-34.4","254","254.0","84.1","38.3","-1.7","-2.8","-6.1","-6.7","-9.4","-1.7","-3.9","-6.1","-11.7","-11.7","4219.7","4219.7","599.2","1576.0","7.7","13.4","2.0"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2019","423.0","423.0","       123","        62","      114","        25","        26","       169","        83","       128","        12","-27.8","483","203.0","85.1","36.7","-2.8","-2.8","-4.4","-7.2","-9.4","0.0","-5.6","-5.6","-10.0","-10.0","4558.3","4558.3","1022.0","1626.0","7.0","12.3","1.8"
"USC00390043","ACADEMY 2 NE, SD US","43.48944","-99.06289","512.4","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,"3973.0","3973.0",,,,,
